"Path","RelPath","Ext","Bytes","LastWrite"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_emoji_replace.py",".venv\Lib\site-packages\rich\_emoji_replace.py",".py","1064","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_export_format.py",".venv\Lib\site-packages\rich\_export_format.py",".py","2128","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_extension.py",".venv\Lib\site-packages\rich\_extension.py",".py","241","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_fileno.py",".venv\Lib\site-packages\rich\_fileno.py",".py","799","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_inspect.py",".venv\Lib\site-packages\rich\_inspect.py",".py","9656","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_log_render.py",".venv\Lib\site-packages\rich\_log_render.py",".py","3213","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_loop.py",".venv\Lib\site-packages\rich\_loop.py",".py","1236","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_null_file.py",".venv\Lib\site-packages\rich\_null_file.py",".py","1394","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_palettes.py",".venv\Lib\site-packages\rich\_palettes.py",".py","7063","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_pick.py",".venv\Lib\site-packages\rich\_pick.py",".py","423","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_ratio.py",".venv\Lib\site-packages\rich\_ratio.py",".py","5325","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_spinners.py",".venv\Lib\site-packages\rich\_spinners.py",".py","19919","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_stack.py",".venv\Lib\site-packages\rich\_stack.py",".py","351","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_timer.py",".venv\Lib\site-packages\rich\_timer.py",".py","417","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_win32_console.py",".venv\Lib\site-packages\rich\_win32_console.py",".py","22719","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_windows_renderer.py",".venv\Lib\site-packages\rich\_windows_renderer.py",".py","2759","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_windows.py",".venv\Lib\site-packages\rich\_windows.py",".py","1901","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\_wrap.py",".venv\Lib\site-packages\rich\_wrap.py",".py","3404","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\abc.py",".venv\Lib\site-packages\rich\abc.py",".py","878","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\align.py",".venv\Lib\site-packages\rich\align.py",".py","10288","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\ansi.py",".venv\Lib\site-packages\rich\ansi.py",".py","6921","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\bar.py",".venv\Lib\site-packages\rich\bar.py",".py","3263","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\box.py",".venv\Lib\site-packages\rich\box.py",".py","10650","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\cells.py",".venv\Lib\site-packages\rich\cells.py",".py","5130","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\color_triplet.py",".venv\Lib\site-packages\rich\color_triplet.py",".py","1054","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\color.py",".venv\Lib\site-packages\rich\color.py",".py","18211","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\columns.py",".venv\Lib\site-packages\rich\columns.py",".py","7131","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\console.py",".venv\Lib\site-packages\rich\console.py",".py","100789","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\constrain.py",".venv\Lib\site-packages\rich\constrain.py",".py","1288","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\containers.py",".venv\Lib\site-packages\rich\containers.py",".py","5502","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\control.py",".venv\Lib\site-packages\rich\control.py",".py","6475","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\default_styles.py",".venv\Lib\site-packages\rich\default_styles.py",".py","8221","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\diagnose.py",".venv\Lib\site-packages\rich\diagnose.py",".py","977","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\emoji.py",".venv\Lib\site-packages\rich\emoji.py",".py","2343","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\errors.py",".venv\Lib\site-packages\rich\errors.py",".py","642","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\file_proxy.py",".venv\Lib\site-packages\rich\file_proxy.py",".py","1683","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\filesize.py",".venv\Lib\site-packages\rich\filesize.py",".py","2484","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\highlighter.py",".venv\Lib\site-packages\rich\highlighter.py",".py","9586","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\json.py",".venv\Lib\site-packages\rich\json.py",".py","5019","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\jupyter.py",".venv\Lib\site-packages\rich\jupyter.py",".py","3228","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\layout.py",".venv\Lib\site-packages\rich\layout.py",".py","13944","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\live_render.py",".venv\Lib\site-packages\rich\live_render.py",".py","3521","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\live.py",".venv\Lib\site-packages\rich\live.py",".py","15180","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\logging.py",".venv\Lib\site-packages\rich\logging.py",".py","12456","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\markdown.py",".venv\Lib\site-packages\rich\markdown.py",".py","25846","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\markup.py",".venv\Lib\site-packages\rich\markup.py",".py","8427","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\measure.py",".venv\Lib\site-packages\rich\measure.py",".py","5305","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\padding.py",".venv\Lib\site-packages\rich\padding.py",".py","4896","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\pager.py",".venv\Lib\site-packages\rich\pager.py",".py","828","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\palette.py",".venv\Lib\site-packages\rich\palette.py",".py","3288","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\panel.py",".venv\Lib\site-packages\rich\panel.py",".py","11157","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\pretty.py",".venv\Lib\site-packages\rich\pretty.py",".py","36355","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\progress_bar.py",".venv\Lib\site-packages\rich\progress_bar.py",".py","8162","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\progress.py",".venv\Lib\site-packages\rich\progress.py",".py","60408","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\prompt.py",".venv\Lib\site-packages\rich\prompt.py",".py","12435","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\protocol.py",".venv\Lib\site-packages\rich\protocol.py",".py","1367","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\py.typed",".venv\Lib\site-packages\rich\py.typed",".typed","0","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\region.py",".venv\Lib\site-packages\rich\region.py",".py","166","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\repr.py",".venv\Lib\site-packages\rich\repr.py",".py","4419","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\rule.py",".venv\Lib\site-packages\rich\rule.py",".py","4590","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\scope.py",".venv\Lib\site-packages\rich\scope.py",".py","2831","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\screen.py",".venv\Lib\site-packages\rich\screen.py",".py","1579","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\segment.py",".venv\Lib\site-packages\rich\segment.py",".py","24707","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\spinner.py",".venv\Lib\site-packages\rich\spinner.py",".py","4214","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\status.py",".venv\Lib\site-packages\rich\status.py",".py","4424","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\style.py",".venv\Lib\site-packages\rich\style.py",".py","27059","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\styled.py",".venv\Lib\site-packages\rich\styled.py",".py","1234","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\syntax.py",".venv\Lib\site-packages\rich\syntax.py",".py","36263","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\table.py",".venv\Lib\site-packages\rich\table.py",".py","40025","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\terminal_theme.py",".venv\Lib\site-packages\rich\terminal_theme.py",".py","3370","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\text.py",".venv\Lib\site-packages\rich\text.py",".py","47540","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\theme.py",".venv\Lib\site-packages\rich\theme.py",".py","3771","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\themes.py",".venv\Lib\site-packages\rich\themes.py",".py","102","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\traceback.py",".venv\Lib\site-packages\rich\traceback.py",".py","35789","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\tree.py",".venv\Lib\site-packages\rich\tree.py",".py","9391","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\__init__.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\__init__.cpython-313.pyc",".pyc","6840","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\__main__.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\__main__.cpython-313.pyc",".pyc","9309","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_cell_widths.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_cell_widths.cpython-313.pyc",".pyc","7862","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_emoji_codes.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_emoji_codes.cpython-313.pyc",".pyc","205966","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_emoji_replace.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_emoji_replace.cpython-313.pyc",".pyc","1734","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_export_format.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_export_format.cpython-313.pyc",".pyc","2339","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_extension.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_extension.cpython-313.pyc",".pyc","505","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_fileno.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_fileno.cpython-313.pyc",".pyc","831","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_inspect.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_inspect.cpython-313.pyc",".pyc","12286","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_log_render.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_log_render.cpython-313.pyc",".pyc","4303","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_loop.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_loop.cpython-313.pyc",".pyc","1890","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_null_file.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_null_file.cpython-313.pyc",".pyc","3725","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_palettes.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_palettes.cpython-313.pyc",".pyc","5150","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_pick.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_pick.cpython-313.pyc",".pyc","709","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_ratio.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_ratio.cpython-313.pyc",".pyc","6441","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_spinners.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_spinners.cpython-313.pyc",".pyc","13169","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_stack.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_stack.cpython-313.pyc",".pyc","1017","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_timer.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_timer.cpython-313.pyc",".pyc","858","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_win32_console.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_win32_console.cpython-313.pyc",".pyc","28293","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_windows_renderer.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_windows_renderer.cpython-313.pyc",".pyc","3579","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_windows.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_windows.cpython-313.pyc",".pyc","2532","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\_wrap.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\_wrap.cpython-313.pyc",".pyc","3315","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\abc.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\abc.cpython-313.pyc",".pyc","1666","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\align.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\align.cpython-313.pyc",".pyc","12377","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\ansi.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\ansi.cpython-313.pyc",".pyc","9250","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\bar.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\bar.cpython-313.pyc",".pyc","4323","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\box.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\box.cpython-313.pyc",".pyc","11627","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\cells.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\cells.cpython-313.pyc",".pyc","5493","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\color_triplet.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\color_triplet.cpython-313.pyc",".pyc","1695","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\color.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\color.cpython-313.pyc",".pyc","26520","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\columns.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\columns.cpython-313.pyc",".pyc","8706","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\console.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\console.cpython-313.pyc",".pyc","114153","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\constrain.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\constrain.cpython-313.pyc",".pyc","2301","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\containers.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\containers.cpython-313.pyc",".pyc","9244","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\control.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\control.cpython-313.pyc",".pyc","10744","13.09.2025 16:17:40"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\default_styles.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\default_styles.cpython-313.pyc",".pyc","9649","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\diagnose.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\diagnose.cpython-313.pyc",".pyc","1469","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\emoji.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\emoji.cpython-313.pyc",".pyc","4083","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\errors.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\errors.cpython-313.pyc",".pyc","2037","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\file_proxy.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\file_proxy.cpython-313.pyc",".pyc","3697","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\filesize.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\filesize.cpython-313.pyc",".pyc","2947","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\highlighter.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\highlighter.cpython-313.pyc",".pyc","9967","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\json.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\json.cpython-313.pyc",".pyc","5896","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\jupyter.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\jupyter.cpython-313.pyc",".pyc","5368","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\layout.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\layout.cpython-313.pyc",".pyc","20115","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\live_render.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\live_render.cpython-313.pyc",".pyc","4713","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\live.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\live.cpython-313.pyc",".pyc","20690","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\logging.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\logging.cpython-313.pyc",".pyc","14007","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\markdown.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\markdown.cpython-313.pyc",".pyc","36606","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\markup.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\markup.cpython-313.pyc",".pyc","9687","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\measure.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\measure.cpython-313.pyc",".pyc","6188","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\padding.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\padding.cpython-313.pyc",".pyc","6923","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\pager.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\pager.cpython-313.pyc",".pyc","1875","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\palette.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\palette.cpython-313.pyc",".pyc","5230","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\panel.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\panel.cpython-313.pyc",".pyc","12695","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\pretty.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\pretty.cpython-313.pyc",".pyc","41250","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\progress_bar.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\progress_bar.cpython-313.pyc",".pyc","10439","13.09.2025 16:17:41"
"C:\Users\Norbi\Ultimate_Norbi_Assistant\.venv\Lib\site-packages\rich\__pycache__\progress.cpython-313.pyc",".venv\Lib\site-packages\rich\__pycache__\progress.cpython-313.pyc",".pyc","74678","13.09.2025 16:17:41"
